,Values
189,0.296458207190595
190,0.0310041351906161
191,-0.30371014217479
192,-0.0219140278887113
193,-0.495168976796908
194,0.567112451225635
195,-0.0694268495693964
196,0.00346756652822898
197,0.0363526236295999
198,0.0559553665908584
199,-0.0257969458950748
200,-0.0415301759434572
201,0.0519696208080351
202,0.0119039877346948
203,-0.0145325890214719
204,-0.190765668830016
205,0.243438066944529
206,-0.175172607288507
207,0.109708850962671
208,0.075597942275656
209,-0.0694952387891261
210,-0.145787780579157
211,0.0669174418077011
212,0.0816144671721565
213,0.0527692489040349
214,-0.0640788014800865
215,-0.0229012412006402
216,0.00197941571647273
217,0.182613319481919
218,-0.211650997029384
219,-0.100031174922192
220,0.381262306617855
221,-0.352144979483731
222,-0.0242493733093794
223,0.155325400699424
224,-0.0923318303345459
225,0.00840923704713062
226,0.09857163768255
227,0.0254294470105212
228,0.00789227785582944
229,0.0664843881460721
230,-0.22544493622231
231,0.114564160216847
232,-0.0672712569121991
233,-0.0360365842665112
234,0.0743316550911582
235,0.0771097377993832
236,-0.0978266116548456
237,-0.0524039971872929
238,0.0826571570218759
239,0.0213135006804283
240,-0.0184676005669937
241,0.0832866622748264
242,-0.232391203268987
243,0.281306874730781
244,-0.189050225337953
245,0.0819804570334517
246,0.124746808757127
247,-0.147013702563641
248,-0.143475555433064
249,0.172149950822443
250,0.0204477311494909
251,-0.113695432792929
252,0.0702681193668769
253,-0.0114065479079675
254,0.0141314497476913
255,-0.0696415507731686
256,0.158161654265929
257,-0.133090091402807
258,0.130154741021812
259,-0.109537201903763
260,-0.0171645711290958
261,0.0372268917819079
262,-0.0183281461436738
263,0.006668748172041
264,-0.0233950243577812
265,0.0724682584952582
266,-0.0677983998244002
267,0.0396522205984626
268,0.0526849327055545
269,-0.0838995506605108
270,0.0300068107222719
271,-0.0511671450884789
272,0.0315021837309964
273,0.0553558696941177
274,0.0378204138527679
275,0.0293378982783119
276,-0.10396701290681
277,-0.0517770471560844
278,-0.102047165888367
279,0.193878597782404
280,-0.128397782586948
281,0.139719231676533
282,-0.102731342137833
283,0.0494993474470065
284,-0.0402319845934076
285,0.0761590524455139
286,-0.037686048130063
287,0.0124529578376093
288,0.0252248273676996
289,-0.0149279001428545
290,-0.00539929863165212
291,0.063876757034241
292,-0.105291485953197
293,0.04428884192918
294,-0.229399684085332
295,-0.0546407326786569
296,0.399346878007551
297,-0.106873672953816
298,0.180461741345495
299,-0.144818622035967
300,-0.01337138676526
301,-0.0496356067778861
302,-0.0419798019965255
303,-0.0600052068333895
304,0.124683669523359
305,0.0828606133187143
306,-0.0559670347874629
307,0.0634448395828793
308,-0.103050363050297
309,-0.145101191714548
310,0.0464407039591597
311,0.00498701113370317
312,0.0682697741387983
313,0.131121531351329
314,-0.0516718651724969
315,0.012287591552438
316,-0.0536752589069649
317,-0.0523412772294363
318,0.0212589084932486
319,-0.0304428229286721
320,0.0317356107290612
321,0.0265233831443378
322,0.0196337969135979
323,-0.00692455908826338
324,-0.0295108016614145
325,-0.0398321282655961
326,-0.00901642736427132
327,-0.00556760143340809
328,0.0248221148112055
329,-0.00342949157807206
330,0.0212884493879791
331,-0.00312654123263076
332,0.0368537890149097
333,0.0340206463618927
334,-0.0280925901035471
335,0.0185698381833472
336,-0.0522682084566562
337,-0.0474066822019359
338,0.0129640918999221
339,0.000422260329142747
340,0.0414546423817308
341,-0.00485644870733784
342,-0.0138295091103829
343,0.0494063040881387
344,-0.0585419441547502
345,-0.017365978476625
346,0.0253651922263853
347,-0.00134237309376314
348,0.0416827078543641
349,-0.0167081317421104
350,-0.00517159880221304
351,-0.0253263624795585
352,0.0425746996890908
353,-0.0488639638968869
354,-0.0249303754321083
355,-0.0126861318493191
356,0.0955096530417338
357,0.0716197040391378
358,-0.0287622340520887
359,-0.00845555096143887
360,-0.0320000689552689
361,-0.0702400184643226
362,0.0223305649629038
363,-0.0205878553359335
364,0.0205186267771046
365,0.0359575001018358
366,0.00276810068650082
367,-0.0189382556647917
368,0.012692713563565
369,-0.0100793620588949
370,0.00268717393583431
371,-0.0136444040005892
372,-0.0211272187396274
373,0.0452663334535091
374,-0.00838666962547997
375,0.00179390212584702
376,-0.0438879484757875
377,-0.0144753247648885
378,-0.0011658150736578
379,-0.0206991442852248
380,0.056496872549958
381,0.028986263032312
382,-0.0189790523248521
383,0.0283142034637903
384,-0.0272713776937313
385,0.00368853975048616
386,0.0113373861843274
387,0.000926841457886996
388,-0.0291311044922177
389,-0.0155316943314767
390,0.0174318014090165
391,-0.0105770169885288
392,0.0395972885244505
393,0.0146558958682683
394,-0.0219632526463309
395,0.00944574349953733
396,-0.0446465719581507
397,0.0299985426897342
398,-0.00219210603535742
399,-0.124009975298985
400,0.167101709583189
401,0.0203444478732947
402,-0.00995772733121626
403,0.0423981286559244
404,-0.086345669686488
405,-0.116758990279289
406,0.0137377791318912
407,0.0128438188003553
408,0.0248903790993588
409,0.0630245386898808
410,0.00367741810635628
411,-0.0800186160360295
412,0.093347526874091
413,0.0647386730976621
414,-0.0360669573888421
415,-0.0185924626687758
416,-0.0285183647404332
417,-0.0442706086740621
418,-0.000763718161355903
419,-0.00738626487997559
420,0.0381463355303154
421,-0.00878015987075188
422,-0.00696475220932092
423,0.0283968313661358
424,0.0109779810984968
425,-0.0326068130714017
426,-0.0278672251341275
427,0.0674154557757846
428,-0.00436124090687462
429,-0.112539811053115
430,0.081449818376151
431,-0.00617078849594646
432,-0.0224286222041553
433,0.0233741199644799
434,0.0140042223819314
435,0.0551190516564052
436,-0.0479257310021692
437,-0.106954682438194
438,0.0974809356738462
439,-0.0190669750588728
440,-0.00632693737464377
441,0.0280797054139563
442,-0.0231054267848673
443,0.110830817874292
444,-0.207918154168389
445,0.154549583808272
446,-0.0310887536415704
447,-0.000983048865164407
448,-0.000647080266518051
449,0.00855967425800122
450,0.0561075901179669
451,-0.0568863268644846
452,-0.0282151864295933
453,-0.094611903694683
454,0.304306013634997
455,-0.221868079200354
456,0.0542692621998971
457,-0.172532636232162
458,0.240032750200396
459,-0.0544882168029479
460,-0.02987269483202
461,-0.104404890063595
462,0.0842260431557568
463,-0.0334055583393853
464,0.0456800282020894
465,0.0945417076954778
466,-0.101923412225534
467,0.00563788388426062
468,-0.052285255979584
469,-0.0103036967834605
470,0.0323585032466156
471,-0.0321224240919782
472,0.0700527340247068
473,0.0222627671704663
474,-0.0405291233180975
475,-0.0108862939093936
476,-0.0289052763600228
477,0.0262484349884794
478,0.0216994144129619
479,0.0236095460710856
480,-0.0516004379895762
481,0.116308299481679
482,-0.048802847322126
483,-0.395284005399654
484,0.614515275393355
485,0.112489205361176
486,-0.619004319278441
487,0.454361814893694
488,-0.414621326175745
489,0.114996105227158
490,0.169041786987549
491,-0.129244037555435
492,0.207643760293737
493,0.0409561400349771
494,-0.475793384482594
495,0.0441115472814914
496,0.227015594611863
497,0.383002040743795
498,-0.266082174486578
499,-0.615681429406611
500,1.00192889539398
501,-1.00290862663511
502,0.432339259101641
503,0.0266358793135607
504,-0.120835247539136
505,0.0533765060569275
506,0.191266411716133
507,-0.0305049880138399
508,0.00768403106885373
509,-0.131690553377217
510,-0.152104666794304
511,0.345709162314582
512,-0.124168507648506
513,0.0226422134646297
514,0.00954902962545212
515,-0.0311335723100008
516,-0.110523244020425
517,-0.0304790675768094
518,0.267605531412858
519,-0.146687527763078
520,0.0137420449481714
521,-0.189432137960437
522,0.194632904439125
523,-0.122844173116037
524,0.160369643757295
525,-0.0811287824149195
526,0.0483427447933128
527,-0.103103370503332
528,0.677680109817037
529,-0.795865432538285
530,0.389940587375075
531,-0.257257069805129
532,0.0955205196046208
533,-0.039652576131923
534,0.334491852274403
535,-0.902578959687999
536,0.423501378096216
537,0.344875481594651
538,-0.26406114639538
539,0.0723926396683046
540,0.00143130011321572
541,0.101707567749955
542,-0.0557134844199595
543,-0.385842744759183
544,0.357573053160732
545,0.116686564330358
546,-0.017608563685575
547,-0.0645515131583837
548,0.115518560102185
549,-0.44905088736599
550,0.461006478193976
551,-0.0430932312356947
552,-0.174901947775356
553,-0.0845485203254536
554,0.321318093460717
555,-0.0241122696632753
556,0.0825618847813105
557,-0.76788081919253
558,0.739934983012837
559,-0.288738388467213
560,0.0742659490096538
561,0.070138157624031
562,-0.110247120661634
563,-0.0136835621765072
564,-0.108727068027554
565,0.0551457799268216
566,0.212651236401048
567,-0.0818786972052371
568,-0.0523330989408534
569,0.172497619704722
570,-0.0638760195307545
571,-0.16260642213774
572,0.393470254639938
573,-0.58864024598287
574,0.332749096463915
575,-0.145921799622407
576,0.262395277565515
577,-0.0682498277111792
578,-0.357030781474478
579,0.11492219538557
580,0.206144053462407
581,0.0450302466170263
582,-0.185949495878063
583,0.112503851956031
584,0.0183833056995681
585,-0.246646881586639
586,0.0383771185438064
587,0.684942905166002
588,-0.699280673414182
589,0.128590164594914
590,-0.00857429448654308
591,0.457758758742292
592,-1.15356146698056
593,0.856843621563827
594,-0.0348035011585338
595,0.0392217844677502
596,-0.146474578080975
597,-0.0217646984394628
598,0.0374532499589604
599,0.112627158660099
600,-0.105854554998708
601,-0.163166832659576
602,0.189857444821258
603,0.0983760395962877
604,-0.109644290729212
605,0.0104453922028815
606,-0.00212790873304136
607,0.0182298132162093
608,-0.0237339199985284
609,0.0346481707834275
610,-0.050088888082584
611,0.0453682072533069
612,0.086761810358083
613,-0.152051061108023
614,0.0503484273963187
615,-0.0300222013455076
616,-0.0307921804070097
617,-0.00273190053070181
618,0.0688857431593141
619,-0.0532248438903778
620,0.00659256506329126
621,0.00847742556863051
622,0.00889138197245801
623,0.0218437881819698
624,-0.00800996052608745
625,0.0294142465610772
626,-0.013157801598911
627,-0.0350087982393313
628,-0.00937708756397941
629,0.0271069335794441
630,-0.0101244070565531
631,-0.0178200968779357
632,0.05453827081438
633,0.0680254886506045
634,-0.098328971804971
635,0.00913061274270237
636,-0.00971995846454511
637,-0.0401282687195945
638,0.042377595798958
639,-0.0153815734274982
640,0.049812106016539
641,-0.0542241298510033
642,0.0446419292011694
643,3.79140124445107e-05
644,0.0248714619265888
645,-0.0853341800231662
646,-0.0289646858136722
647,0.0882225782618219
648,0.0375588148446298
649,-0.100127695446318
650,0.0863034414686361
651,-0.105386184182992
652,0.152412868275316
653,-0.127636186841035
654,-0.00785600870955815
655,0.041879160138375
656,-0.0125210640176385
657,0.051999292761002
658,-0.0313081783472373
659,0.142070018652309
660,-0.164410494652457
661,-0.0493516384518351
662,0.0360719825942962
663,-0.0284909990307906
664,0.0750042603580923
665,0.0493216611764443
666,-0.0451350424833444
667,-0.018662256255301
668,-0.0238845369968505
669,-0.0416420793533058
670,0.0460008136262618
671,-0.00533574349546532
672,0.0336817725423597
673,0.0115599342830036
674,0.000759177178204042
675,0.0361975123981647
676,-0.0601524736564982
677,-0.0161189533765247
678,0.0077146232065709
679,-0.00918805528977761
680,0.0111997442923981
681,0.0435370409771934
682,-0.0224972133816986
683,0.00179700461554505
684,-0.0134074186270482
685,-0.00984370774697064
686,0.00981794690336276
687,0.00530297585742771
688,-0.0170141573699377
689,0.00984910647421023
690,-0.00881209230392591
691,0.0188766775141867
692,-0.0099417987778349
693,0.0136159561385555
694,0.0134930108493379
695,-0.00429048454709356
696,-0.0361516672124772
697,-0.0268862619399894
698,0.0749260612923797
699,-0.0966300887723326
700,0.0574961523156897
701,0.0578479287388158
702,-0.04671613376561
703,0.0382051508504447
704,-0.0323772426647988
705,-0.0268960969853836
706,-0.0156754290193209
707,0.0141439198939768
708,-0.00421637843749089
709,0.0177330319891182
710,-0.0350162999140734
711,0.0232039275722235
712,0.0449207485303432
713,0.00271498007817002
714,0.0201701150549871
715,-0.0482627303559077
716,0.0373243707875299
717,-0.0524697817310334
718,0.00617375020562193
719,0.00667065667003235
720,-0.029108076898031
721,0.0361021672079806
722,-0.0280010885917281
723,0.0232263814772757
724,0.0125848009016164
725,-0.0142612981573927
726,-0.0177533384914707
727,0.00216924232134716
728,0.00841028641215109
729,-0.00549926765620784
730,0.0245163453917967
731,-0.0136989643727916
732,0.0160018989383681
733,-0.0189525348983606
734,-0.000826268675262528
735,0.0193411416181058
736,0.00181133945272427
737,-0.0073266017238736
738,-0.00830060457698784
739,0.0159261177726273
740,-0.036064490249099
741,-0.028513458068877
742,0.00803422019881627
743,-0.0149163432765137
744,0.0160176966705935
745,0.0575477434778994
746,-0.00581786436415113
747,-0.00548201597582286
748,-0.0119452800100684
749,0.0188190605166876
750,-0.0247552205252238
751,0.0077912622230034
752,0.00542548335707105
753,-0.0105698292712274
754,-0.0123155903552417
755,-0.000729848072951875
756,0.0166046123260201
757,0.0211450311862288
758,-0.016950982503
759,0.0222618802379713
760,-0.0412717643430586
761,0.0142061775545518
762,0.0127294010507633
763,0.0154916489901152
764,-0.024520903808006
765,-0.0740694211798298
766,-0.0112431460655409
767,0.0686835679293151
768,0.0466582776244221
769,-0.0190749563676203
770,0.0178691978785059
771,-0.0244925981919033
772,-0.0278167752893234
773,0.0179558537051096
774,-0.0266359359859786
775,0.00644578943072117
776,0.00571310293747889
777,-0.00730851669685211
778,0.0178538358773853
779,-0.0302095418567749
780,0.05557079216906
781,0.052103297786457
782,0.00217338573256132
783,-0.0142814315869639
784,-0.0741374854891691
785,-0.107228035860526
786,0.20251032795507
787,-0.176733109496989
788,0.110779409420416
789,0.0871641405196896
790,6.3891868322296e-05
791,0.0466072057739199
792,-0.158333993901599
793,0.0404628585233002
794,-0.0308402704284747
795,-0.0875794122863091
796,0.0820139423083517
797,0.0380386722918204
798,-0.385991790234767
799,0.343641796937932
800,-0.0103829218514484
801,0.267991756698579
802,-0.174169428990155
803,-0.0865016219407733
804,0.0297674230731707
805,-0.0416318740306989
806,-0.0119141101225593
807,0.01488781467704
808,0.0342476097929103
809,0.00180191840887521
810,-0.0303870735281169
811,0.0245790079463971
812,-0.0728586398022201
813,0.0846100950342284
814,0.00157930561514449
815,-0.0372267082238828
816,0.00546888913994252
817,0.0178201647052942
818,-0.0645449536165915
819,-0.00400837388989124
820,-0.0228680461651066
821,0.119623653957585
822,-0.165000418423482
823,0.234232321853672
824,-0.135757399224774
825,-0.00773224587568183
826,0.01500335776915
827,-0.0751718465147213
828,0.0797072280982196
829,0.0187444204131678
830,0.00919625774411399
831,-0.00031263267336018
832,-0.0258916078518463
833,0.0306202735121742
834,-0.103688670420678
835,0.0594736846845743
836,0.0985785580516617
837,-0.0761192745439792
838,-0.0195849624322107
839,-0.0126915767992777
840,0.0267621537792031
841,-0.0178995188433201
842,0.0104378481967989
843,0.0158954122292351
844,-0.102441911798096
845,0.0771894747301436
846,0.0237129879920631
847,-0.05792658747958
848,0.0106105560924567
849,0.0325387118081084
850,0.0417261260960713
851,-0.117571675498365
852,0.0813524616861074
853,0.202551169939932
854,-0.234318996583082
855,-0.0278413740985659
856,0.0184353762862845
857,0.0707729966192343
858,-0.00948462031565613
859,0.246671419431537
860,-0.364356475137699
861,0.0629564208938726
862,0.167612194480186
863,-0.319525855381457
864,0.0295251046940039
865,0.249215338182031
866,-0.0419187888499664
867,0.0186598878472016
868,-0.0142629521248946
869,-0.11494945886833
870,0.125398309270785
871,0.048108541869678
872,-0.131273201402548
873,-0.0142081289669809
874,-0.2755779735786
875,0.588307133185157
876,-0.71173801739368
877,0.491318467671452
878,-0.0926095537073421
879,-0.0800372603837942
880,0.143570835693589
881,0.0524592427866202
882,0.00627065380649266
883,-0.0242786825708834
884,0.0605497115525971
885,-0.309441785493113
886,0.0407724610020784
887,0.215763956291823
888,-0.0740620977290848
889,0.128468447908946
890,-0.115913111406971
891,-0.0972664365831611
892,-0.0775062423701333
893,0.4981794409174
894,-0.385910066409902
895,-0.0537592235763558
896,0.0490716129973935
897,-0.0661632600005281
898,0.0913571869957858
899,0.130177551632012
900,-0.0529659834918233
901,-0.0529397734649511
902,0.0783042934999843
903,-0.142116768725379
904,-0.0360424001376058
905,0.103419929450527
906,-0.0495577050147347
907,-0.144835615364302
908,0.247062112899493
909,0.00822130029655003
910,-0.00332148245117081
911,-0.0524501355408418
912,0.0722585472539222
913,0.00981802583007663
914,-0.0095072655799563
915,0.032310403195335
916,-0.0622917670454293
917,-0.0854600225494546
918,-0.156142267707058
919,0.224653534635815
920,0.00659661559115816
921,0.0852434322998241
922,-0.241382007559911
923,0.352460631021385
924,-0.156257025760969
925,-0.225557945054667
926,0.281571516035553
927,0.0158172136794764
928,0.24911461282148
929,-0.896467104341484
930,0.101459337744547
931,0.529860292079538
932,0.0121846154321547
933,-0.212410516317041
934,-0.407910466593242
935,0.423142278611608
936,-0.0202320861968334
937,0.0923131296216405
938,0.109997572154584
939,-0.175580584815753
940,-0.0187490111223888
941,0.162923042661902
942,-0.00710153072922891
943,-0.117380762860181
944,0.109061737592435
945,-0.0177341926107427
946,0.00760753597368284
947,-0.0123790664426614
948,-0.452964630481591
949,0.128845552956693
950,0.348448587097027
951,0.0755150741485284
952,-0.135817612679143
953,0.035522351792793
954,-0.177710936653156
955,0.1096918788134
956,0.0678066068136925
957,-0.0592435942348085
958,-0.0733835968024859
959,0.671233817617538
960,-0.994877214818524
961,0.506266659448606
962,0.0461634656759569
963,-0.261812680953763
964,-0.15680936472621
965,0.442156737539889
966,-0.101777670491051
967,-0.0339562909765795
968,-0.0469394564405811
969,0.0307147444774524
970,-0.0251291348520279
971,-0.00699372323704407
972,0.0846288956747911
973,-0.0059830142620009
974,0.10372149847774
975,-0.223369705812367
976,0.183586067736681
977,-0.320475390408483
978,0.135277018377536
979,-0.0171928891448002
980,0.0411133891655165
981,0.0962102254940271
982,-0.0966846417443732
983,0.102340071586633
984,-0.0101739705160426
985,-0.0595382248932833
986,-0.0561497400488168
987,0.0717424731570679
988,0.00713815962212189
989,-0.0588280231821549
990,0.0307018809151312
991,0.0782936024334333
992,-0.0975310135789488
993,0.029797028187066
994,0.011669026996238
995,-0.0612423685575317
996,0.0495670494929514
997,0.00941787120416619
998,-0.00842077976460256
999,-0.0153299764182429
1000,0.0282824971294747
1001,-0.000466128645026966
1002,0.0529431318146596
1003,-0.108315172781195
1004,0.13257130263754
1005,-0.0914178409239926
1006,0.0354635101571963
1007,-0.0275795078833963
1008,-0.00196141317357207
1009,0.0051395443960138
1010,0.0115890783042499
1011,-0.00436377556805664
1012,-0.0180684373604148
1013,-0.00354955014772159
1014,0.0050327221184965
1015,-0.0332056288583831
1016,0.0392979239350124
1017,0.0148053684064081
1018,-0.0142876956584283
1019,0.00800291302751789
1020,-0.0137295880947676
1021,-0.00272690292461827
1022,0.00118370729266914
1023,-0.0133683269871409
1024,0.0256813610303387
1025,0.0139210256395099
1026,0.0215505776340741
1027,0.0954961466734469
1028,-0.128527116346146
1029,-0.0540548616633321
1030,0.0507523889853161
1031,-0.0453647690501489
1032,0.0623321380652897
1033,0.00303239512081896
1034,-0.0460437927037294
1035,0.0372799589487597
1036,-0.0302437858400115
1037,-0.031549592570503
1038,0.005971203196425
1039,-0.055013664040698
1040,0.0656188818049904
1041,0.101826094664967
1042,-0.124610950073046
1043,0.118033093725102
1044,-0.013622505307722
1045,-0.206424962114704
1046,0.185272588293933
1047,-0.0254842410034909
1048,-0.0264949270860419
1049,0.0162806298611773
1050,-0.0267518362023528
1051,0.0828215104013368
1052,-0.0496536578948841
1053,-0.0586568333376472
1054,0.0451560952403528
1055,0.000846330098114641
1056,0.0282940922391436
1057,-0.0137982097313461
1058,-0.0104889456464648
1059,0.00975766310329092
1060,0.0171377774990188
1061,-0.0187898740878492
1062,0.0241562957474524
1063,-0.034348951788553
1064,-0.00471037045733176
1065,-0.0422408818229609
1066,0.060071195926363
1067,-0.0411933289837547
1068,0.0618344507787852
1069,0.0148137289444532
1070,-0.0164220813003282
1071,-0.00348582617235414
1072,0.0115757053861739
1073,-0.0277392338253499
1074,-0.00767515350475886
1075,0.0997497440605065
1076,-0.150495899620289
1077,0.0491554619754183
1078,-0.0336397666623091
1079,-0.0283247073209823
1080,0.0461322927209848
1081,0.0136158891822987
1082,0.02527298752062
1083,-0.00287901627907571
1084,-0.00172818287987782
1085,-0.00557676073510311
1086,-0.0171873493080465
1087,0.00327750514741016
1088,0.00737278653104358
1089,0.000438564901638932
1090,0.020072139969954
1091,-0.0146298687349158
1092,0.00729292144111983
1093,-0.019679362748414
1094,-0.000505251159864102
1095,0.00940661279020907
1096,-0.00474344735972849
1097,-0.000603822509111119
1098,0.00296427639659236
1099,0.00662304125734957
1100,-0.00463861894533261
1101,0.012773473268907
1102,-0.0132274036635151
1103,0.00795790819190722
1104,-0.0153311869449422
1105,0.00134576393233703
1106,0.00142322328624115
1107,-0.010039897810238
1108,-0.000543245883560172
1109,-0.00535498038468761
1110,0.00441765827337039
1111,0.0118493093737315
1112,0.0431784025726517
1113,-0.0976399555409417
1114,0.0715642358296628
1115,0.000144309237281991
1116,-0.00190150819412038
1117,-0.0154432675772604
1118,0.00276335526527468
1119,-0.00873052459156378
1120,-0.00187048499975121
1121,0.0241627122008828
1122,-0.0101521896554563
1123,0.00456201161811112
1124,-0.024323425969347
1125,-0.0235235405668768
1126,0.0129513785064725
1127,0.00574328594385843
1128,0.00387278177482053
1129,0.0124285864377225
1130,-0.00703240166162961
1131,0.00827832061340819
1132,0.0129675872612459
1133,-0.0269953279612213
1134,0.028189368526435
1135,0.0109780196344342
1136,-0.0228720114361721
1137,-0.0019760305556554
1138,-0.0168581104851079
1139,0.00825487708890921
1140,0.0270943656120826
1141,-0.032380930261037
1142,0.0134593997346031
1143,-0.0202075883481881
1144,0.00389756366525944
1145,-0.0180309667004405
1146,0.0341429887663063
1147,-0.00990348687362231
1148,-0.0147742874342048
1149,0.0544793295422267
1150,-0.0414325413961181
1151,0.00483714092833617
1152,-0.00613012584198297
1153,0.0619985430607331
1154,-0.0295944764845915
1155,0.0437456346699094
1156,-0.0730272158097087
1157,-0.0597368964486472
1158,0.0103488933318936
1159,-0.0290627888664133
1160,0.0989144935626651
1161,0.00668845355135
1162,-0.0370202952404858
1163,0.045372182509982
1164,0.00923232537776833
1165,-0.0364095312635612
1166,0.00166038918192921
1167,-0.016964980471644
1168,-0.00976608274021224
1169,0.0307965067315846
1170,-0.0132296722748694
1171,0.00728357310858383
1172,-0.0223914759006189
1173,0.00834986958549257
1174,0.0218719620451945
1175,-0.0564021442096351
1176,0.0450491366340348
1177,-0.0187177830764668
1178,0.00631279935270853
1179,0.00391920005327214
1180,0.00644563555938159
1181,-0.0105115609511561
1182,0.00620925257572427
1183,0.0079107323683013
1184,0.0107374246981923
1185,0.003934279212021
1186,0.010632072988371
1187,-0.0212388331406169
1188,-0.025773649468101
1189,0.00377084238568615
1190,0.0433195594515839
1191,-0.0645578739229678
1192,-0.00281152466311115
1193,0.0723489941821117
1194,-0.0176335162948413
1195,-0.0228320766379601
1196,0.114237884401251
1197,-0.143827363037559
1198,-0.0206147382169353
1199,0.0733366481766226
1200,0.0619181308874928
1201,-0.140471130380575
1202,0.0969967310804814
1203,-0.0332115752269065
1204,-0.0515730439115956
1205,0.00998047557823786
1206,0.0836883636937192
1207,-0.304321865974533
1208,0.362387596962801
1209,-0.162314240620976
1210,0.0953794118552122
1211,0.0541758005849401
1212,-0.259571621307975
1213,0.166052518227611
1214,0.184923836913312
1215,-0.148429917125742
1216,-0.0374713635505501
1217,-0.114390492160292
1218,0.298404869172961
1219,-0.192493493927987
1220,0.0596253912414494
1221,-0.231719459716421
1222,0.342419888392805
1223,-0.315330133355023
1224,0.0830360765621654
1225,-0.196585231157081
1226,0.728097846243493
1227,-0.429073272225914
1228,-0.0481839840239185
1229,-0.273428024966522
