(141.625|38.542),(141.625|38.625),(141.625|38.708),(141.625|38.792),(141.625|38.875),(141.625|38.958),(141.625|39.042),(141.625|39.125),(141.708|38.542),(141.708|38.625),(141.708|38.708),(141.708|38.792),(141.708|38.875),(141.708|38.958),(141.708|39.042),(141.708|39.125),(141.792|38.542),(141.792|38.625),(141.792|38.708),(141.792|38.792),(141.792|38.875),(141.792|38.958),(141.792|39.042),(141.792|39.125),(141.875|38.542),(141.875|38.625),(141.875|38.708),(141.875|38.792),(141.875|38.875),(141.875|38.958),(141.875|39.042),(141.875|39.125),(141.958|38.542),(141.958|38.625),(141.958|38.708),(141.958|38.792),(141.958|38.875),(141.958|38.958),(141.958|39.042),(141.958|39.125),(142.042|38.542),(142.042|38.625),(142.042|38.708),(142.042|38.792),(142.042|38.875),(142.042|38.958),(142.042|39.042),(142.042|39.125),(142.125|38.542),(142.125|38.625),(142.125|38.708),(142.125|38.792),(142.125|38.875),(142.125|38.958),(142.125|39.042),(142.125|39.125),(142.208|38.542),(142.208|38.625),(142.208|38.708),(142.208|38.792),(142.208|38.875),(142.208|38.958),(142.208|39.042),(142.208|39.125),(142.292|38.542),(142.292|38.625),(142.292|38.708),(142.292|38.792),(142.292|38.875),(142.292|38.958),(142.292|39.042),(142.292|39.125)
20131130,4.59079075,4.67573023,4.92898178,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.87480783,4.90945196,5.02879572,5.30340576,5.26334476,0.00000000,0.00000000,0.00000000,5.18640947,5.28287315,5.28842926,5.56410456,5.49310398,5.48389721,4.90440416,0.00000000,5.18821239,5.33791733,5.27158308,5.66283131,5.80866575,5.87938166,5.12379551,0.00000000,5.28707314,5.41340876,5.26900673,5.54728460,6.05934668,6.44542742,5.65033102,5.02941084,5.30389547,5.37325907,5.37727308,5.30701399,5.61868238,6.35650396,6.23728037,5.50196743,5.37636423,5.26132774,5.36319637,5.20927954,5.16429281,6.10131502,6.29589987,6.09750986,5.55993319,5.35250139,5.44053507,5.32570314,4.83614063,5.68801832,6.18382168,6.26519108,5.80293512,5.69408703,5.66092348,5.65257454,5.05406189,5.33845854,6.00232267,6.31519604
20131201,4.20374155,4.14235497,4.37817192,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.61938953,4.43402481,4.51936340,4.90496874,4.86331415,0.00000000,0.00000000,0.00000000,5.00246954,4.81895542,4.60176277,4.99850893,5.04710531,5.03604174,4.46722460,0.00000000,5.04100037,5.06918812,4.61551571,4.97750473,5.30805206,5.51382685,4.74595356,0.00000000,5.01911736,5.26931715,4.78516960,4.83928204,5.40871572,5.82025099,5.13264656,4.64394283,4.87301397,5.07782793,4.96674871,4.69995070,4.82865763,5.57646179,5.63373327,5.01119232,4.92616272,4.96171284,4.99858570,4.85716105,4.45243216,5.05225992,5.61965370,5.47864580,5.01582193,5.03700542,4.99584484,5.08465910,4.37814665,4.53943968,5.31921053,5.69972754,5.25656176,5.30115318,5.14844513,5.27741623,4.82945681,4.49340963,4.91499901,5.68515778
20131202,3.85306787,3.67710185,3.94422579,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.27286625,3.95634604,4.15374184,4.56028366,4.50890779,0.00000000,0.00000000,0.00000000,4.70192814,4.23397064,4.06682730,4.57829762,4.67871189,4.66595316,4.07240629,0.00000000,4.97479677,4.72835827,4.08615303,4.52580595,4.95212698,5.13246822,4.32198381,0.00000000,4.86111307,5.07255507,4.39054251,4.35869217,4.88585138,5.32708454,4.58203316,4.25018644,4.51988792,4.86580658,4.65053511,4.24315357,4.27865076,4.96106052,4.99598360,4.51756287,4.56762838,4.64740753,4.65967035,4.48209190,4.05595589,4.40529823,4.97867823,4.98720217,4.80649519,4.58507872,4.54703903,4.60466433,4.04596043,3.97453952,4.60045147,5.15665674,5.22181654,4.96259451,4.69093609,4.69557905,4.41563988,4.08161068,4.24805927,5.05648518
20131203,3.68486190,3.22308660,3.49002671,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.99900532,3.48675442,3.66761303,4.11379623,4.11349630,0.00000000,0.00000000,0.00000000,4.32965279,3.66445994,3.54147935,4.11561203,4.27492571,4.29067755,3.71831059,0.00000000,4.84289312,4.29446268,3.55848813,4.07789564,4.51071692,4.59553003,3.82413602,0.00000000,4.72483921,4.77692509,3.94864988,3.93270993,4.42760849,4.82994986,4.01634884,3.85776711,4.28818083,4.69956589,4.32429123,3.80356073,3.83880424,4.49267960,4.32495308,4.05280495,4.45551777,4.44285011,4.42674923,4.05527592,3.66430092,3.98536658,4.40859461,4.52772474,4.99666977,4.48159742,4.30372810,4.08649635,3.55301285,3.58360910,4.13175249,4.67129707,5.55627441,5.00158691,4.48391008,4.13705635,3.68631101,3.59077740,3.85792732,4.60433102
20131204,3.87175751,3.15426946,3.41161704,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.00536728,3.34225941,3.59126043,4.11599207,4.11949587,0.00000000,0.00000000,0.00000000,4.22050858,3.49045658,3.47193074,4.12826014,4.30701780,4.26397133,3.70505953,0.00000000,4.88427639,4.10066175,3.44725990,4.10738134,4.52658176,4.41766691,3.69709730,0.00000000,4.86103296,4.76097631,3.79832506,3.97795630,4.42842197,4.66900921,3.83565688,3.88386536,4.35598946,4.79620457,4.28928518,3.80787873,3.88692474,4.50453138,4.15790844,4.09158707,4.46799469,4.55728769,4.54079103,4.03352642,3.68616176,4.04938984,4.34933901,4.48031139,4.97809124,4.62508678,4.56221676,4.16917801,3.61970329,3.67844963,4.18004942,4.54351568,5.50981998,5.13302708,4.85925531,4.38662720,3.71874166,3.59840107,3.98058987,4.51697159
20131205,4.46680164,3.47302651,3.69048095,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.40654087,3.55889416,3.85975075,4.46969557,4.47726393,0.00000000,0.00000000,0.00000000,4.53948116,3.76925707,3.77722406,4.49799681,4.67997313,4.62850332,4.06132030,0.00000000,5.19836521,4.38986349,3.77590704,4.47878313,4.88421345,4.62850523,4.00708103,0.00000000,5.22386265,5.12046862,4.14944410,4.39542675,4.79620695,4.89741850,4.11526823,4.24110985,4.65816641,5.16899872,4.67640448,4.27792597,4.32723808,4.93660164,4.47101402,4.39317513,4.54876757,4.85692358,4.96737337,4.45994282,4.12626266,4.54154682,4.67069960,4.77564430,4.95180893,4.84121466,5.03172398,4.58376312,4.06076670,4.17817545,4.53662109,4.80318308,5.38682747,5.12591124,5.16342640,5.00821018,4.48872948,4.22833776,4.45963955,4.76574707
20131206,5.14997482,3.87092495,3.94380879,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,5.07624435,3.90369654,4.11976290,4.80791044,4.81764555,0.00000000,0.00000000,0.00000000,5.02351093,4.07913828,4.03770781,4.76738882,5.01505232,5.00537157,4.44618988,0.00000000,5.56641531,4.80416870,4.09679127,4.71204185,5.18602848,4.95409679,4.35706472,0.00000000,5.55288076,5.58494186,4.61719465,4.73696661,5.12902212,5.21903038,4.44268274,4.53879786,4.93376970,5.54164028,5.15703678,4.77091694,4.72868156,5.34059954,4.82625914,4.62889051,4.65119076,5.08842707,5.36971903,4.98880196,4.58616543,5.05385160,5.00829172,5.05267191,4.79413891,4.85889244,5.31563377,5.01855469,4.42900419,4.66171169,4.85910034,5.14224958,5.12691832,5.03543234,5.28217888,5.22393942,4.78973866,4.74414635,4.92804766,5.15135098
20131207,5.55498552,4.14773178,4.12636852,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,5.57852983,4.24662876,4.37234020,5.07649517,5.08714771,0.00000000,0.00000000,0.00000000,5.38291836,4.32477808,4.25905228,4.94455290,5.27140856,5.25075912,4.75824881,0.00000000,5.88290215,5.09858799,4.37934208,4.87195635,5.39589500,5.25196171,4.66286230,0.00000000,5.87245035,5.92374611,5.06459618,5.02360392,5.38075876,5.52847576,4.72671127,4.75113869,5.17739534,5.80418634,5.53795290,5.20723343,5.05289650,5.63076162,5.13511419,4.80554342,4.74249125,5.21478128,5.55740643,5.40389156,4.96278906,5.45311785,5.30692911,5.25575447,4.57133961,4.67373180,5.27265549,5.35593939,4.80845499,5.09776115,5.14359665,5.38130426,4.69923735,4.66161394,5.05717850,5.33260012,4.96008158,5.01123381,5.24966288,5.44524002
20131208,5.41813612,4.04699516,4.04501581,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,5.38872099,4.19400978,4.40288734,4.99019003,4.99183226,0.00000000,0.00000000,0.00000000,5.04501915,4.09140873,4.20867920,4.80775881,5.12589073,5.10193205,4.66346550,0.00000000,5.46431017,4.74943972,4.34766674,4.74168491,5.19771338,5.10175514,4.56199646,0.00000000,5.49052906,5.47710133,5.05179310,4.98613024,5.23335218,5.33607578,4.57896852,4.56444550,5.00475693,5.44092607,5.27575493,5.14910412,4.97019100,5.37314415,4.94136572,4.55450201,4.51149130,4.85149574,5.07797337,5.15370989,4.83012962,5.27973223,5.09029579,4.94094467,4.29416609,4.21408129,4.48026991,4.90857840,4.69280434,4.98882961,4.93051672,5.02924156,4.44062757,4.32256937,4.27441359,4.70442867,4.73979187,4.80878258,4.96744585,5.06915951
20131209,4.55818415,3.61309552,3.96069860,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.55342007,3.82129073,4.31623840,4.65804768,4.66261053,0.00000000,0.00000000,0.00000000,4.05554247,3.59399009,4.05368233,4.53943872,4.73179674,4.65437555,4.27895784,0.00000000,4.38968325,3.98942471,4.14170694,4.52102375,4.78263855,4.57598782,4.11517572,0.00000000,4.67039919,4.65164709,4.58604288,4.70635557,4.83854198,4.71858311,4.04212523,4.01254940,4.49341011,4.62422848,4.50082350,4.57838011,4.57206726,4.77714634,4.24063110,3.91095901,4.06714535,4.29218292,4.21862841,4.33427429,4.31615829,4.74062395,4.42109013,4.18721390,3.88650966,3.85504866,3.67195010,3.93288445,4.09364748,4.45958519,4.34116364,4.23841333,3.88937664,4.01259041,3.77583146,3.78087640,3.98927689,4.23592710,4.32366800,4.30878973
20131210,3.91794682,3.37477279,3.91058588,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.87446713,3.45750070,3.99701452,4.32399988,4.37696934,0.00000000,0.00000000,0.00000000,3.41495943,3.37149262,3.86495614,4.28925371,4.41559887,4.35639620,4.06129456,0.00000000,3.56772542,3.74648547,3.97905684,4.36444902,4.46249390,4.18013811,3.86990952,0.00000000,4.06639433,4.15314531,4.18556881,4.44644117,4.51578665,4.17064714,3.65553832,3.54324508,4.05533504,4.00736761,3.91077781,4.08522081,4.31573343,4.22660542,3.59135604,3.42580366,3.80131435,3.85319710,3.65196609,3.72042918,4.07353878,4.25201511,3.77698207,3.53984475,3.82576060,3.74882746,3.38310075,3.37708807,3.69433880,4.10773087,3.79578114,3.53223300,3.87949777,3.74462366,3.50527287,3.35668230,3.39638758,3.74285769,3.80556965,3.65379047
20131211,3.34933925,3.17036915,3.62979650,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.57634187,3.09391761,3.44835615,3.82083774,3.97824740,0.00000000,0.00000000,0.00000000,3.12097168,3.06843090,3.46295166,3.89858651,3.98874450,3.95799303,3.79597139,0.00000000,2.96830559,3.42566872,3.64927173,4.08659840,4.08715916,3.84064674,3.69220614,0.00000000,3.38081336,3.66551018,3.81339622,4.13022327,4.10686064,3.64331412,3.48238873,3.04362321,3.56554103,3.44522476,3.53636146,3.85970306,3.99994659,3.45904136,3.09200048,2.96391225,3.51001740,3.30461431,3.26079845,3.54053926,3.91432142,3.56066489,3.01599765,2.90364146,3.48760319,3.34261584,3.05683136,3.18550730,3.59129620,3.58095193,3.12355685,2.76392627,3.75815296,3.68897986,3.25364423,2.99313807,3.10639429,3.43515301,3.19603825,2.79873061
20131212,2.97724009,3.13801813,3.68947935,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.25055337,2.96642590,3.35155725,3.72816682,3.95950556,0.00000000,0.00000000,0.00000000,2.91888785,3.11825275,3.49432254,3.89784479,3.97987485,3.88730574,3.62143087,0.00000000,2.81297398,3.46446919,3.74194574,4.12497520,3.99925470,3.72191882,3.50257874,0.00000000,3.10315466,3.48642850,3.76610994,4.12649488,3.85234547,3.40812254,3.35604787,2.77917266,3.16073036,3.14239645,3.46113110,3.82635260,3.43240738,2.91313314,3.02183914,2.66092491,3.10310769,2.92232704,3.13641191,3.54705167,3.49895358,2.88646173,2.61030793,2.36546016,3.13162589,2.81319380,2.80855346,3.13378334,3.32562232,3.01733565,2.47373748,2.17669964,3.28629899,3.13642526,2.90885973,2.77782845,2.92551041,3.05401182,2.56240129,2.33265328
20131213,3.16516519,3.30474138,3.90351200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.23321128,3.22324896,3.56662297,3.87539959,4.14840651,0.00000000,0.00000000,0.00000000,3.14502406,3.60176086,3.93626308,4.22635651,4.25490475,4.15838814,3.75169253,0.00000000,3.35360599,3.94240856,4.23383045,4.41424417,4.19245911,3.92803144,3.61758232,0.00000000,3.44462180,3.87184668,4.15333176,4.14725876,3.73905468,3.57169056,3.28991771,2.77943635,3.12136889,3.42924142,3.71650934,3.53904223,3.04138637,3.05924964,2.96770668,2.44226789,2.85830021,3.05749178,3.40585208,3.44049692,3.01557517,2.69320321,2.62378812,2.38382053,2.66767168,2.69457340,2.93131351,3.07979345,3.00137496,2.62764311,2.36817741,2.69726610,2.74587059,2.67015100,2.67037439,2.70570564,2.84673333,2.68265057,2.47110939,2.77051616
20131214,3.23234963,3.30948806,3.97605634,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.29595232,3.39917159,3.72492003,4.00007200,4.25397491,0.00000000,0.00000000,0.00000000,3.56127000,3.95874882,4.21545696,4.45684814,4.47182512,4.41670275,3.79131389,0.00000000,3.98009109,4.28390694,4.42764711,4.52692413,4.44551563,4.17632580,3.71139669,0.00000000,3.91499639,4.03700447,3.95989418,3.90675116,3.92680478,3.77309132,3.35472918,2.73772097,3.39848208,3.45002651,3.29182792,3.12390947,3.18714809,3.26448035,2.86583066,2.61842108,2.98090315,3.11185050,3.08912635,2.91849232,2.76836896,2.78651500,2.73950577,2.80059505,2.49877214,2.64112353,2.70758915,2.71595764,2.60775995,2.56513548,2.74848676,2.80419922,2.29063416,2.41663623,2.50324726,2.58150053,2.60135579,2.55737996,2.65631747,2.57506061
20131215,3.22060251,3.28173900,3.97351623,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.40240455,3.47546053,3.80250907,4.14381838,4.34391689,0.00000000,0.00000000,0.00000000,3.93188882,4.12784958,4.39227676,4.65346909,4.69135332,4.61332464,3.93412018,0.00000000,4.15014029,4.15951157,4.33501101,4.59986448,4.72705221,4.46417761,3.85580397,0.00000000,3.59968781,3.43101335,3.62404013,4.02709723,4.33301830,3.96106410,3.27454329,2.86884332,2.93068719,2.78044891,2.95758772,3.27535081,3.57938099,3.36558342,2.80614233,2.79464984,2.56152463,2.52724576,2.61880970,2.73686671,2.98146939,3.04802012,2.80887413,2.84046030,2.20627856,2.32343507,2.43874383,2.53572392,2.65188074,2.73511791,2.56948352,2.44335508,1.98359179,2.21853662,2.35114360,2.47277689,2.53372240,2.56414795,2.48490691,2.48464656
20131216,3.01735783,3.12376523,3.72260165,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.35263944,3.38218284,3.68939900,4.08173609,4.22760963,0.00000000,0.00000000,0.00000000,3.87720442,4.00835466,4.36043930,4.65031242,4.69814205,4.66630793,4.06647110,0.00000000,3.59074116,3.74048018,4.21311331,4.59210014,4.76043797,4.47005844,3.99351716,0.00000000,2.84957695,3.21983743,3.86324549,4.33821964,4.45663214,3.70951796,3.15865993,2.87656260,2.40134311,2.73697233,3.26704121,3.67001820,3.58721209,2.84041119,2.58994865,2.71300507,2.31213856,2.48814249,2.76548767,3.06638455,3.07898736,2.65075088,2.45601511,2.40930271,2.18812084,2.35751295,2.48051500,2.56693673,2.51398349,2.29719567,2.18963361,2.15752006,1.86956859,2.20360923,2.37884378,2.38704562,2.42094564,2.42677236,2.43751216,2.39468670
20131217,2.90147305,3.05398440,3.53465104,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.30649900,3.35058904,3.65995216,4.07340288,4.15829229,0.00000000,0.00000000,0.00000000,3.76232862,3.97329450,4.41381454,4.66438532,4.66357994,4.66905451,4.21994305,0.00000000,3.55101800,3.91822648,4.45517397,4.67652035,4.61953640,4.20623779,3.92442942,0.00000000,3.31953740,3.85500979,4.31997061,4.27381086,3.76139808,2.95662618,2.98551846,2.78289986,2.91182089,3.27445483,3.46750093,3.13087344,2.58411813,2.27820420,2.42984533,2.22071719,2.65192842,2.74693394,2.83983088,2.58613229,2.27130151,2.15281272,2.03692555,1.88475394,2.42561841,2.33011103,2.32555652,2.27906084,2.17756557,2.09683418,1.91393590,1.80527329,2.36682534,2.36222363,2.33281350,2.41596484,2.44827104,2.33765221,2.12567616,1.95688951
20131218,2.90712786,2.99178433,3.43285894,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.32115245,3.26621103,3.58047557,4.11371136,4.21189404,0.00000000,0.00000000,0.00000000,3.79836226,4.00116444,4.48326874,4.75672674,4.73013639,4.73182058,4.44748688,0.00000000,3.95859075,4.29651928,4.73229837,4.73328400,4.38736153,4.04935837,3.98512244,0.00000000,3.96697474,4.11248970,4.14973545,3.61397266,3.01645994,2.79249978,2.92844653,2.63246202,3.12016010,2.89712501,2.75896358,2.39054251,2.27988243,2.19272780,2.09318805,2.10664368,2.46290684,2.34136033,2.29509020,2.13149524,2.10998940,1.98653758,1.95314026,2.09168267,2.20197153,2.24469852,2.26594591,2.11016631,2.00709462,1.93233550,1.93202507,1.99319172,2.34292698,2.32961106,2.42353225,2.35452914,2.21989584,2.15086174,2.17610931,2.25430393
20131219,2.98462558,3.02485538,3.44893432,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.30996752,3.19815135,3.75165820,4.31600952,4.39801502,0.00000000,0.00000000,0.00000000,3.92123818,4.10230160,4.75414515,4.90557337,4.82505989,4.79118633,4.60869122,0.00000000,4.31922102,4.52340841,4.84644222,4.43367290,4.07624292,3.95930123,3.92584634,0.00000000,3.87479162,3.72919464,3.61839986,2.88318682,2.82162261,2.82273555,2.73331976,2.64272022,2.49980617,2.57745886,2.53818798,2.27809453,2.32039571,2.24337816,2.25519800,2.35622382,2.18212056,2.26254559,2.21453905,2.23878503,2.25669479,2.23948836,2.22884059,2.14475346,2.26486421,2.19432712,2.12849116,2.18479490,2.26575756,2.28272581,2.21090245,2.12281799,2.35159755,2.38945127,2.33142805,2.29502320,2.44948220,2.55875683,2.54306722,2.51348138
20131220,2.73568439,2.68752098,3.28101206,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.31588554,3.23206329,4.09529018,4.19217968,4.50178671,0.00000000,0.00000000,0.00000000,4.09180498,4.28693008,4.85143757,4.79718876,4.76997137,4.38977623,4.45799112,0.00000000,4.29238033,4.33414125,4.28916836,3.73600769,3.91767144,3.78728962,3.78612447,0.00000000,3.12606525,2.98083615,2.69690585,2.53795624,2.94808197,2.66088438,2.65212440,2.58219743,2.41675782,2.40628028,2.33956504,2.41832018,2.41813540,2.32702160,2.28789043,2.24142337,2.31429744,2.33133531,2.43275023,2.45486474,2.38370299,2.32492948,2.21663880,2.07169127,2.23354220,2.29451847,2.47551346,2.54278731,2.53648782,2.41705084,2.32153249,2.04989266,2.33471990,2.31447697,2.40685487,2.57989955,2.69920683,2.70882463,2.77772212,2.52497625
20131221,2.70368361,1.75961936,3.40865016,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.35270286,3.21813846,4.01723528,3.01797295,4.37157297,0.00000000,0.00000000,0.00000000,4.07736874,4.20632458,4.58181143,4.55683899,3.67147422,2.40595818,4.29448271,0.00000000,3.59978247,3.77607203,3.51657987,3.53600335,3.64664555,3.31918693,2.92526221,0.00000000,2.36259222,2.52927160,2.51012874,2.69538689,2.55367279,1.95455325,1.85576463,2.17602420,2.31088305,2.36142087,2.39759636,2.37652969,2.29849672,2.17983198,1.98753142,1.84473765,2.41724205,2.49106288,2.48198986,2.43327451,2.38242912,2.18429899,2.04271793,1.99971008,2.35613418,2.53990865,2.62953806,2.59397674,2.48277044,2.25952578,1.99591064,1.85468268,2.05774689,2.25599122,2.61281514,2.74814248,2.80021977,2.80190969,2.47189498,2.02512336
20131222,2.93050313,2.49467468,3.77527332,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.36277604,3.44350433,4.46207857,3.91558599,3.58152652,0.00000000,0.00000000,0.00000000,3.88012266,4.12378740,4.25205851,4.25519753,3.56578422,3.88524008,4.28559399,0.00000000,3.26397228,3.41778040,3.01295400,3.15560389,2.69320321,2.74296308,3.30471039,0.00000000,2.42931390,2.48846364,2.23575449,2.17713714,1.92668092,2.15786171,2.61637664,2.71715713,2.34985042,2.35960078,2.27788186,2.22918344,2.19292903,2.24605083,2.26557159,2.18040872,2.50209832,2.44867587,2.32686901,2.17886281,2.09137821,2.10483146,2.10062242,1.99864662,2.59144640,2.55741811,2.41901207,2.26074505,2.15398312,2.13269448,2.25439382,2.29944396,2.51533294,2.69723845,2.69884825,2.63036799,2.52403784,2.31521583,2.31720710,2.61360598
20131223,2.79263544,3.32418704,4.13613224,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.28617668,3.81609368,4.32845163,4.39383078,4.13061190,0.00000000,0.00000000,0.00000000,3.63240981,3.85510015,3.61149120,3.86484766,3.64992642,3.84560323,4.06627083,0.00000000,2.81708646,2.78806639,2.33069968,2.71318936,2.62821150,3.22363162,3.83980823,0.00000000,2.12296510,2.05072975,2.11847496,2.43673992,2.80176425,3.18906903,3.35447288,2.65377355,2.25771976,2.14704227,2.27594161,2.31941009,2.37236142,2.32395339,2.18335319,1.96656978,2.16307354,2.06788516,2.16321492,2.23927355,2.29961348,2.23332214,2.06265306,1.85297072,2.22911882,2.13757038,2.22915816,2.29903316,2.43976283,2.52093387,2.40069985,2.03404951,2.38109827,2.32319379,2.26407814,2.23646164,2.18320370,2.33534026,2.62686324,2.62096286
20131224,2.62064123,3.37814331,3.80251145,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.09128618,3.61843467,3.65056086,4.00250673,3.83070111,0.00000000,0.00000000,0.00000000,3.06792331,3.16641402,2.81460571,3.36982536,3.28087711,3.57656145,3.80066323,0.00000000,2.09852839,2.18269563,2.28747320,2.68465662,2.77835417,3.28421474,3.77086520,0.00000000,2.15998816,2.41582704,2.67919469,2.84025645,3.05845070,3.08380818,3.14832950,2.47622061,2.21595573,2.21104240,2.16266155,2.11820841,2.11890864,1.97299170,2.02405834,1.98434389,2.21277857,2.28433561,2.29409719,2.12481689,2.10919929,1.87156940,1.78125179,1.80625975,2.12749624,2.15178823,2.22544432,2.32143044,2.31607580,2.19370699,1.94099486,1.86350369,1.95773518,1.77796245,1.71739280,1.94704032,2.14409566,2.53409672,2.40292168,2.03318620
20131225,2.34911823,2.89009976,2.91992831,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.65810752,2.91805673,2.75546002,3.26707935,3.12743020,0.00000000,0.00000000,0.00000000,2.31754065,2.41607141,2.13306427,2.70597029,2.67057943,3.15979934,3.39986897,0.00000000,1.87536812,2.02465582,2.17586231,2.31833768,2.41018748,2.95767021,3.32068181,0.00000000,2.13619089,2.15789890,2.29661608,2.31958723,2.31873822,2.61863470,2.78255916,2.20682716,1.72797799,1.68616450,1.79442596,1.74586236,1.67210257,1.91112792,2.03433752,1.82547462,1.92183554,1.84607410,1.82558942,1.74656665,1.70537472,1.68831372,1.85795569,1.71878171,1.68501639,1.83862388,2.06528163,2.02359581,1.84780192,1.69670284,1.77764809,1.71257484,1.24801791,1.37694836,1.92035782,2.07818770,2.10958052,1.93625140,1.74329329,1.92265642
20131226,2.09173918,2.29323316,2.14534450,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.21359944,2.26176381,1.99995565,2.54246211,2.46547484,0.00000000,0.00000000,0.00000000,1.88567865,1.94327521,1.69554222,2.18015051,2.13746405,2.79655981,3.08252597,0.00000000,1.76043606,1.85449004,1.85470808,1.93393004,2.05910563,2.67098355,2.92894125,0.00000000,1.85031676,1.90076196,1.84111547,1.87828064,2.29574108,2.59548855,2.33947325,2.22170091,1.63831484,1.64625847,1.55465007,1.65257132,1.93596315,1.95532465,1.64881837,1.78124857,1.71764410,1.64345825,1.61749732,1.59085929,1.62482476,1.61025667,1.50330877,1.52846682,1.80736458,1.79458559,1.67750299,1.58089912,1.57583213,1.61583245,1.60410833,1.56345642,1.59767711,1.86917818,1.75429332,1.74099731,1.71816874,1.75284195,1.90601897,1.90830219
20131227,1.77966666,1.70637512,1.50167465,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.95081675,1.84942007,1.53312993,1.87650919,1.77943730,0.00000000,0.00000000,0.00000000,1.71740341,1.73164189,1.42787671,1.69883966,1.77097023,2.49317241,2.84618831,0.00000000,1.66881311,1.64155114,1.54217887,1.72681487,1.98376226,2.41378593,2.64242315,0.00000000,1.70020378,1.65922892,1.80241334,2.09167147,2.20698309,2.14157510,2.14805412,2.34941268,1.54279280,1.55689788,1.73596263,1.84171450,1.72665632,1.60065043,1.83783805,1.95856631,1.46166980,1.46171248,1.53014767,1.54801929,1.59021401,1.66367054,1.80556440,1.83578670,1.51075125,1.46895278,1.57865775,1.63101149,1.71721590,1.80192769,1.87420070,1.93876791,1.72401297,1.44319785,1.54513872,1.65421402,1.66514492,1.88636649,1.92394412,1.89589679
20131228,1.61791992,1.32711637,1.16437471,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.80327523,1.55283475,1.35836434,1.58913815,1.50893605,0.00000000,0.00000000,0.00000000,1.62483740,1.54952037,1.33950114,1.50383842,1.69015694,2.31707096,2.53552413,0.00000000,1.46423697,1.46821296,1.47345972,1.64314497,1.86900079,2.12878156,2.34228206,0.00000000,1.56268334,1.68671083,1.76268685,1.79346061,1.87497544,1.91261840,2.12824702,2.07695174,1.50544322,1.60292327,1.62343919,1.63585889,1.75720394,1.80370247,1.79624200,1.69276428,1.46240509,1.55447495,1.62613308,1.73072934,1.87991238,1.86156940,1.83124566,1.81880021,1.45661080,1.55302346,1.57152176,1.64057922,1.87136436,1.93702042,1.88934910,1.93783438,1.13478518,1.25763917,1.34764826,1.31332862,1.67206192,1.89682388,1.66755271,1.71198857
20131229,1.58577406,1.37472785,1.29572177,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.69176042,1.52286446,1.45924056,1.55930912,1.49935579,0.00000000,0.00000000,0.00000000,1.60500526,1.57172835,1.54099154,1.62132847,1.71529901,2.09858680,2.18566155,0.00000000,1.50435162,1.55244279,1.64240909,1.75746059,1.89539313,1.99080813,2.06647182,0.00000000,1.71832752,1.74829292,1.84542406,1.87683487,1.89868188,1.87364745,1.93857956,1.83442366,1.67721963,1.69250107,1.78422701,1.77416384,1.70947909,1.67321408,1.75847685,1.77948272,1.60593975,1.64289331,1.78460872,1.86945045,1.83395541,1.78707206,1.86291885,1.88121867,1.38594186,1.36649585,1.55844820,1.83962083,1.83986175,1.70549953,1.73367488,1.79048467,1.00045431,1.00422990,1.15411890,1.62178993,1.71232355,1.41700530,1.36506045,1.41855145
